居心叵测;jū xīn pǒ cè ;mettre son cœur en réserve, être insondable;être insidieux;nourrir de mauvaises intentions;être mal intentionné;avec un motif inavoué;penser à mal (居心不良 jū xīn bù liáng心怀叵测 xīn huái pǒ cè).;;;;;;
空心架子;kōng xīn jià zǐ      ; bois au cœur creux;paroles en l’air.;;;;;;;;;;
空心汤团;kōng xīn tāng tuán ;boulette de pâte de riz sans farce (sans « cœur »);affaire qui se présente bien mais ne rapporte rien;promesse, projet illusoirechimèrevue de l’esprit.  ;;;;;;;;;
扣人心弦;kòu rén xīn xián   ; faire vibrer les cordes sensibles du cœur;;émouvoir jusqu'au plus profond.;;;;;;;;;
苦心经营;kǔ xīn jīng yíng   ; mettre tout son cœur dans ses projets;travailler dur avec persévérance;se donner beaucoup de mal.;;;;;;;;;
苦心孤诣;kǔ xīn gū yì   ; mettre tout son cœur, toute son énergie à réussir;arriver à la perfection à force de longues et laborieuses études.;;;;;;;;;;
兰形棘心;lán xíng jí xīn   ; air charmant mais cœur plein d’épines;un trompe-l’œil;une apparence trompeuse;bouche de miel, cœur de fiel (Prov.). ;;;;;;;;
冷心冷面;lěng xīn lěng miàn   ; cœur sec et visage froid;insensible;être froid et sec;ne pas se laisser attendrir. ;;;;;;;;
力不从心;lì bú cóng xīn;la force ne répond pas au cœur;les capacités ne répondent pas aux désirs;les moyens ne sont pas à la mesure des intentions;ne pas pouvoir faire mieux.;;;;;;;;
理亏心虚;lǐ kuī xīn xū   ; être dans le faux et avoir mauvaise conscience;manquer d’arguments ou de conviction;faire un baroud d’honneur.;;;;;;;;;
离心离德;lí xīn lí dé   ; désunion des cœurs, désaccord des esprits;inimitié et désaccord;faire preuve de déloyauté, trahir son parti;avoir le cœur de l’autre côté de la barricade.;;;;;;;;
利欲熏心;lì yù xūn xīn;le cœur brûlant d’un désir de profit;appât du gain;avide;d’une cupidité sordide;avoir la passion du lucre;être vénal.;;;;;;
良工心苦;liáng gōng xīn kǔ   ; les grandes œuvres viennent du cœur. ;;;;;;;;;;;
聊表寸心;liáo biǎo cùn xīn;ne témoigner que d’un pouce de ses sentiments;ce n’est qu’une mince expression de ma gratitude ou de mon attachement (Aussi  略表寸心 luè biǎo cùn xīn).;;;;;;;;;;
笼络人心;lóng luò rén xīn   ; amadouer, séduire les cœurs;gagner les bonnes grâces du public;;mettre le grappin sur.;;;;;;;;
镂心刻骨;lòu xīn kègǔ   ; graver les os et le cœur;graver dans la pierre;rester gravé dans la mémoire (Aussi  镂骨铭心 lòu gǔ míngxīn).;;;;;;;;;
戮力齐心;lù lì qí xīn   ; être du même cœur et travailler de concert;conjuguer ses efforts;ne former qu'un cœur et qu'une âme;agir comme un seul homme; coopérer corps et âme;Se serrer les coudes (齐心并力 qí xīn bìng lì齐心合力 qí xīn hé lì齐心戮力 qí xīn lù lì齐心同力 qí xīn tóng lì戮力同心 lù lì tóng xīn齐心协力 qí xīn xié lì同心协力 tóng xīn xié lì同心并力 tóng xīn bìng lì同心合力 tóng xīn hé lì).;;;;;;
瞒心昧己;mán xīn mèi jǐ;dissimuler son cœur, cacher ses sentiments;transiger avec sa conscience et son devoir;agir en transigeant avec sa conscience;étouffer la voix de sa conscience pour commettre un méfait.;;;;;;;;
满怀信心;mǎn huái xìn xīn   ; avoir le cœur plein de confiance;être sûr et confiant.;;;;;;;;;;
漫不经心;màn bú jīng xīn   ; sans soin et sans prendre à cœur;faire quelque chose avec insouciance;ne prêter aucune attention;avoir l’esprit ailleurs;insouciant;distrait.;;;;;;
昧己瞒心;mèi jǐ mán xīn   ; se cacher à soi-même et mentir à son cœur;transiger avec sa conscience et son devoir;étouffer la voix de sa conscience.;;;;;;;;;
漠不关心;mò bú guān xīn;ne pas prendre du tout à cœur;être indifférent à;regarder avec indifférence;ne pas se soucier de;ne pas prêter attention à;se désintéresser complètement de;une indifférence royale. ;;;;;
木石心肠;mù shí xīn cháng     ; avoir un cœur dur comme le bois ou la pierre;cœur dur;cœur de pierre (de marbre) (Aussi  铁石心肠 tiě shí xīn cháng).;;;;;;;;;
木人石心;mù rén shí xīn   ; homme de bois et cœur de pierre;;être insensible. ;;;;;;;;;
呕心沥血;ǒu xīn lì xuè ;suer sang et eau;se donner beaucoup de peine pour;se donner une peine de tous les diables.;;;;;;;;;
平心而论;píng xīn ’ér lùn;juger selon le cœur;juger de façon objective;jugement impartial. ;;;;;;;;;
平心静气;píng xīn jìng qì   ; cœur calme et esprit calme;avec calme;sans s’émouvoir;l’esprit serein;un ton courtois;d’un ton égal et calme (Aussi  平心定气píng xīn dìng qì). ;;;;;;
菩萨心肠;púsà xīn cháng;cœur et entrailles de bodhisattva;avoir un cœur tendre;bon comme le pain. ;;;;;;;;;
沁人心脾;qìn rén xīn pí   ; imprégné dans le cœur et la rate;qui réjouit le cœur (qui va droit au cœur);qui apporte fraîcheur et sérénité (Aussi  沁人肺腑 qìn rén fèi fǔ沁人心肺 qìn rén xīn fèi).;;;;;;;;;
清心寡欲;qīng xīn guǎ yù   ; purifier son cœur et modérer ses plaisirs;vivre dans les privations et le renoncement.;;;;;;;;;;
全无心肝;quán wú xīn gān   ; absolument sans cœur ni foie;un sans-cœur;homme cruel. ;;;;;;;;;
全心全意;quán xīn quán yì   ; de tout cœur;;corps et âme;de toute son âme.;;;;;;;;
人老心红;rén lǎo xīn hóng   ; d’âge avancé mais rouge de cœur;vieux mais vaillant.;;;;;;;;;;
人心不古;rén xīn bù gǔ;le cœur des gens n’est pas comme jadis;les hommes d’aujourd’hui sont bien loin des mœurs d’antan.;;;;;;;;;;
人心惶惶（皇皇）rén;xīn huánghuáng (huáng huáng);le cœur des gens est agité, troublé;affolement général;tout le monde est pris de panique;les gens vivent dans l’angoisse. ;;;;;;;;
人心所向;rén xīn suǒ xiàng   ; le cœur des gens aspire à;c’est là l'aspiration (les sentiments) du peuple (le sentiment public);aspiration publique;la tendance générale de l’opinion;volonté populaire. ;;;;;;;
人心向背;rén xīn xiàng bèi   ; ce vers quoi et ce contre quoi va le cœur des gens;ce à quoi le peuple aspire ou s’oppose;ce que la population désire ou désapprouve. ;;;;;;;;;
柔心弱骨;róu xīn ruò gǔ   ; cœur doux et os faible;de caractère doux. ;;;;;;;;;;
三心二意;sān xīn èr yì   ; trois cœurs, deux idées;velléitaire, hésitant, irrésolu, indécis;être tiède, sans enthousiasme;manquer d’entrain;être inappliqué (Aussi  三心两意 sān xīn liǎng yì).;;;;;;;
丧心病狂;sàng xīn bìng kuáng   ; sans cœur, malade, fou;s’acharner à faire du mal;sans aucun scrupule;forcené et perverti;d’une cruauté inhumaine;un sinistre voyou. ;;;;;;
煞费苦心;shà fèi kǔ xīn   ; cœur acharné au travailse donner beaucoup de mal;se creuser la cervelle (le cerveau);se casser la tête.;;;;;;;;;
伤心惨目;shāng xīn càn mù;qui brise le cœur et pénible à voir;spectacle navrant.;;;;;;;;;;
赏心悦目;shǎng xīn yuè mù   ; cœur dilaté et regards éblouis;réjouir le cœur et le regard;être en extase (Aussi  赏心乐事 shǎng xīn lè shì). ;;;;;;;;;
深入人心;shēn rù rén xīn   ; aller au plus profond du cœur des gens;gagner les cœurs;pénétrer, s’implanter, s’enraciner dans les esprits.;;;;;;;;;
师心自用;shī xīn zìyòng  ;prendre son propre cœur comme maître;ne se fier qu’à soi-même ;être infatué;;;;;;;;;
实心实意;shí xīn shí yì   ; cœur plein;honnête et sincère.;;;;;;;;;;
世道人心;shì dào ren xīn    ; les manières et la morale du temps et le cœur des gens;les usages du monde;l’esprit du temps.;;;;;;;;;
事与心违;shì yǔ xīn wéi;le réel ne correspond pas à son cœur (ses souhaits)  la réalité ne répond pas aux espérances;;;;;;;;;;;
私心杂念;sī xīn zá iàn;cœur égoïste et pensée impure;arrière-pensées;but intéressé et motif caché;égoïsme;considérations égoïstes et préoccupations personnelles.;;;;;;;
死心塌地;sǐ xīn tā dì;cœur mort et sol effondré;s’obstiner, s’entêter;être tout acquis à quelqu'un;irréductible, fanatique;récalcitrant.;;;;;;;
贪心不足;tān xīn bú zú  ;cœur cupide jamais satisfait;désir insatiable;;;;;;;;;;
提心吊胆;tí xīn diào dǎn   ; avoir le cœur soulevé et la bile en suspens;être dans l’angoisse;vivre dans la peur ou l’inquiétude;ne pas pouvoir trouver le calme;appréhender;ne pas en mener large (Aussi  悬心吊胆 xuán xīn diào dǎn).;;;;;;
天地良心;tiān dì liáng xīn     ; cœur pur comme le Ciel et la Terre;en son âme et conscience;Dieu m’est témoin;sur mon Dieu. ;;;;;;;;
天理良心;tiān lǐ liáng xīn   ; loi naturelle et bon cœur;loi naturelle et bonne conscience;jurer d’agir avec la meilleure volonté.;;;;;;;;;
铁石心肠;tiě shí xīn cháng   ; avoir un cœur et des entrailles de fer et de pierre;cœur impitoyable;au cœur dur;être sans cœur;cœur d’airain; avoir un cœur de pierre.;;;;;;
童心未泯;tóng xīn wèi mǐn    ; cœur d’enfant n’a pas disparu;garder l’innocence de l’enfance;garder son âme d’enfant.;;;;;;;;;
同心同德;tóng xīn tóng dé   ; agir d'un même cœur et d'une même volonté;l'union des cœurs et des volontés;la concorde (Aussi  同德同心 tóng dé tóng xīn).;;;;;;;;;
痛心疾首;tòng xīn jí shǒu   ; le cœur serré et la tête douloureuse (à cause de ses erreurs); cœur qui saigne, tête qui souffre; se repentir amèrement de; se repentir;être à la torture.;;;;;;;
痛下决心;tòng xià jué xīn;prendre une décision difficile d’un cœur déterminé;prendre une décision irrévocable. ;;;;;;;;;;
推心置腹;tuī xīn zhì fù   ; pousser son cœur dans le ventre (dans le thorax) d’autrui; faire des confidences;livrer son âme à quelqu'un;parler à cœur ouvert;mettre son cœur à nu.  ;;;;;;;
挖空心思;wā kōng xīn sī;se creuser le cœur jusqu’au vide;se creuser l’esprit;se casser la têtese creuser la cervelle.;;;;;;;;;
万箭穿心;wàn jiàn chuān xīn;le cœur percé de dix mille flèches;éprouver une douleur cuisante (Aussi  万箭钻心 wàn jiàn zuān xīn). ;;;;;;;;;;
万众一心;wàn zhòng yī xīn;un seul cœur pour dix milles personnes;s’unir comme un seul homme;les cœurs battent à l'unisson;une volonté unanime;d'un seul et même cœur;une concorde parfaite;concourir au même  but. ;;;;;
枉费心机;wǎng fèi xīn jī;dépenser en vain l'esprit;se creuser en vain la tête;c'est peine perdue;avoir beau faire;en être pour sa peine;se creuser la tête en vain. ;;;;;;
违心之论;wéi xīn zhī lùn;propos contraires à son cœur;paroles à l’encontre des sentiments  abonder dans le sens d’autrui à contrecœur (Aussi  违心之言 wéi xīn zhī yán).;;;;;;;;;;
问心无愧;wèn xīn wú kuì;interroger son cœur et (n’y découvrir) aucune culpabilité;avoir la conscience tranquille;n'avoir rien à se reprocher;être en règle avec soi-même;n'avoir rien sur la conscience.;;;;;;;
无所用心;wú suǒ yòng xīn ;sans attention ni soininsouciant et oublieux;;avoir la tête vide;être indifférent à tout.;;;;;;;;
洗心革面;xǐ xīn gé miàn;purifier son cœur et changer de visage;se corriger radicalement;dépouiller le vieil homme en soi;faire peau neuve.;;;;;;;;
小心谨慎;xiǎo xīn jǐn shèn;cœur prudent et attentif;rester vigilant et circonspect;se tenir à carreau (Fam.).;;;;;;;;;
小心翼翼;xiǎo xīn yìyì;prendre toutes les précautions nécessaires;prudent (circonspect, précautionneux);;marcher sur des œufs;avec précaution;avec grande prudence.;;;;;;
心比天高;xīn bǐ tiān gāo;un cœur qui vise plus haut que le ciel;une ambition sans limites (Aussi  心谤腹非 xīn bàng fù fēi). ;;;;;;;;;;
心不由主;xīn bù yóu zhǔ;ne plus être maître de son cœur;perdre le contrôle de ses émotions; perdre son aplomb;agir malgré soi. ;;;;;;;;
心驰神往;xīn chí shén wǎng ;laisser son cœur (son esprit) s'envoler vers le monde des dieux;laisser vagabonder son imagination;être plongé dans une rêverie délicieuse (Aussi  心动神驰 xīn dòng shén chí). ;;;;;;;;;
心慈面善;xīn cí miàn shàn;bon cœur et mine gentille;être bienveillant et sympathique;plein de bonté (Aussi  心慈面软 xīn cí miàn ruǎn). ;;;;;;;;;
心慈手软;xīn cí shǒu ruǎn;le cœur tendre et la main souple;être trop tendre pour agir résolument;agir avec compassion jusqu’à la faiblesse. ;;;;;;;;;
心存疑虑;xīn cún yí lǜ;avoir de la crainte et du doute au cœur;rester dans l’inquiétude;être sceptique et inquiet. ;;;;;;;;;
心到神知;xīn dào shén zhī;les dieux reconnaissent (les prières du) cœur;courte prière monte au Ciel (Prov.). ;;;;;;;;;;
心荡神驰;xīn dàng shén chí;cœur qui bat follement et esprit troublé;être captivé [séduit] et ne plus être maître de son cœur; son âme et son esprit sont dans les nues.;;;;;;;;;
心胆俱裂;xīn dǎn jù liè;le cœur et le foie brisés;mourir de peurune peur viscérale;;avoir une peur bleue;;avoir la peur au ventre (Aussi  心胆俱碎 xīn dǎn jù suì). ;;;;;;
心腹大患;xīn fù dà huàn;cœur et ventre très malades;un mal latent pour nos organes vitaux;un grand péril caché;le ver dans le fruit (Aussi  心腹之患 xīn fù zhī huàn).;;;;;;;;
心高气傲;xīn gāo qì ào;le cœur haut et l’air arrogant;se gonfler d’orgueil;être plein de fatuité;avoir la grosse tête. ;;;;;;;;
心广体胖;xīn guǎng tǐ pán;cœur en paix et corps replet;vivre sans souci et jouir d’une santé florissante;avoir l’esprit large et mener une vie facile (Aussi  心宽体胖 xīn kuān tǐ pán心广体胖 xīn guǎng tǐ pán心宽体肥 xīn kuān tǐ féi).;;;;;;;;;
心花怒放;xīn huā nù fàng;le cœur comme une fleur qui s’épanouit;être transporté de joie, au comble de la joie;être fou de joie.;;;;;;;;;
心怀鬼胎;xīn huái guǐ tāi;le cœur enceint du diable;nourrir de mauvais desseins;concevoir de noirs desseins;penser à mal. ;;;;;;;;
心慌意乱;xīn huāng yì luàn;avoir le cœur en désarroi et l'esprit sens dessus dessous;être frappé de peur et perdre la tête;ne pas savoir quel parti prendre;être en grand désarroi;demeurer tout confus;perdre contenance (Aussi  心烦意乱 xīn fán yì luàn).;;;;;;
心急如焚;xīn jí rú fén;le cœur brûlé d’inquiétude;bouillir (brûler, griller) d’impatience;être sur des charbons ardents. ;;;;;;;;;
心坚石穿;xīn jiān shí chuān;cœur ferme traverse la pierre;avec de la volonté, on arrive à tout;la foi transporte les montagnes (Prov.);à cœur vaillant rien d’impossible (Prov.).;;;;;;;;
心惊胆颤;xīn jīng dǎn zhàn;le cœur saisi d'épouvante fait frémir la bile;trembler (frémir) de frayeur;être pénétré de peur jusqu’à la moelle;être dans les transes (Aussi  心惊胆战 xīn jīng dǎn zhàn心惊肉颤 xīn jīng ròu zhàn心惊肉跳 xīn jīng ròu tiào心惊肉战 xīn jīng ròu zhàn). ;;;;;;;;
心口不一;xīn kǒu bù yī;cœur et bouche ne disent pas la même chose;sa langue dément son cœur;il ne dit pas ce qu’il pense. ;;;;;;;;;
心乱如麻;xīn luàn rú má;l'esprit confus comme du chanvre emmêlé;très ennuyé, très embarrassé (Aussi  心绪如麻 xīn xù rú má).;;;;;;;;;;
心如古井;xīn rú gǔ jǐng;le cœur comme un vieux puits tari;aridité du cœur, cœur sec;être revenu de tout, blasé;sans émotions;calme, tranquille, serein.;;;;;;;
心如止水;xīn rú zhǐ shuǐ;le cœur tranquille comme une eau calme;imperturbable.;;;;;;;;;;
心神不定;xīn shén bù dìng;avoir l’esprit troublé;être agité et vexé;se sentir mal à l’aise;n’être plus dans son élément (Aussi  心身交瘁 xīn shēn jiāo cuì).;;;;;;;;
心神恍惚;xīn shén huǎng hū;avoir l’esprit à l’envers;être en proie à une agitation intérieure;;perdre la têteavoir l’esprit troublé.;;;;;;;;
